record_id,enumerator_id,region,age,gender,education,occupation,employment_status,hours_worked,monthly_income,household_size,survey_date,is_planted_anomaly
REC003081,ENU0049,Andhra Pradesh,47,Male,Primary,Factory Worker,Employed,60,18202,5,2025-09-04,False
REC003082,ENU0164,Telangana,54,Male,Primary,Factory Worker,Employed,0,105657,6,2025-01-05,True
REC003083,ENU0033,Maharashtra,38,Female,Secondary,Carpenter,Employed,12,3789,4,2025-02-19,False
REC003084,ENU0116,Rajasthan,51,Female,Post Graduate,Government Officer,Employed,41,39302,5,2025-06-28,False
REC003085,ENU0089,Rajasthan,69,Male,Primary,None,Not in Labour Force,8,0,1,2025-05-29,False
REC003086,ENU0067,Maharashtra,37,Female,Primary,None,Unemployed,0,0,5,2025-04-16,False
REC003087,ENU0037,Uttar Pradesh,46,Female,Secondary,Driver,Employed,47,12868,9,2025-05-29,False
REC003088,ENU0127,Assam,29,Female,Higher Secondary,Driver,Employed,52,12087,4,2025-06-26,False
REC003089,ENU0053,Kerala,66,Female,Graduate,None,Not in Labour Force,2,0,4,2025-06-13,False
REC003090,ENU0117,Uttar Pradesh,34,Male,Secondary,None,Not in Labour Force,0,0,3,2025-07-09,False
REC003091,ENU0099,Tamil Nadu,53,Male,Graduate,Clerk,Employed,59,18764,2,2025-12-24,False
REC003092,ENU0147,Madhya Pradesh,34,Female,Higher Secondary,Clerk,Employed,38,14622,4,2025-12-24,False
REC003093,ENU0100,Maharashtra,82,Female,Graduate,None,Not in Labour Force,0,0,5,2025-01-08,False
REC003094,ENU0175,Madhya Pradesh,69,Male,Graduate,None,Not in Labour Force,0,0,5,2025-03-04,False
REC003095,ENU0137,Tamil Nadu,43,Male,Primary,Factory Worker,Employed,22,5365,5,2025-03-26,False
REC003096,ENU0190,Karnataka,25,Female,Higher Secondary,Carpenter,Employed,34,9096,7,2025-07-30,False
REC003097,ENU0047,Odisha,11,Male,Primary,None,Not in Labour Force,8,0,7,2025-03-05,False
REC003098,ENU0145,Assam,21,Male,Secondary,None,Unemployed,0,0,4,2025-05-05,False
REC003099,ENU0092,Bihar,49,Male,Post Graduate,None,Not in Labour Force,0,0,4,2025-07-15,False
REC003100,ENU0119,Bihar,24,Male,Primary,Domestic Help,Unemployed,0,0,2,2025-10-03,False
REC003101,ENU0036,Rajasthan,61,Female,Graduate,None,Not in Labour Force,0,0,3,2025-05-13,False
REC003102,ENU0063,Kerala,16,Female,Secondary,Factory Worker,Employed,43,10217,2,2025-08-01,False
REC003103,ENU0211,Assam,51,Female,Graduate,Clerk,Employed,41,11156,3,2025-10-29,False
REC003104,ENU0012,Bihar,45,Female,Graduate,Bank Employee,Employed,31,8198,3,2025-10-21,False
REC003105,ENU0064,Odisha,46,Female,Secondary,Driver,Employed,43,7949,9,2025-02-18,False
REC003106,ENU0192,Andhra Pradesh,6,Male,Primary,None,Not in Labour Force,0,0,4,2025-09-24,False
REC003107,ENU0246,Rajasthan,9,Male,Primary,None,Not in Labour Force,0,0,3,2025-01-27,False
REC003108,ENU0101,Tamil Nadu,72,Male,Higher Secondary,None,Not in Labour Force,0,0,3,2025-02-23,False
REC003109,ENU0008,Uttar Pradesh,28,Female,Higher Secondary,Shop Assistant,Employed,37,8895,7,2025-02-11,False
REC003110,ENU0127,Maharashtra,24,Male,Secondary,Driver,Employed,54,13272,3,2025-05-05,False
REC003111,ENU0108,Punjab,52,Male,Secondary,Shop Assistant,Employed,34,5783,3,2025-01-25,False
REC003112,ENU0074,Punjab,49,Male,Illiterate,Construction Worker,Employed,31,7227,4,2025-10-04,False
REC003113,ENU0244,Bihar,31,Male,Primary,Factory Worker,Employed,36,2882,7,2025-06-19,False
REC003114,ENU0020,Assam,35,Male,Graduate,None,Unemployed,0,0,10,2025-03-03,False
REC003115,ENU0109,Andhra Pradesh,35,Female,Secondary,Factory Worker,Employed,21,4966,3,2025-04-21,False
REC003116,ENU0242,Maharashtra,39,Male,Secondary,None,Unemployed,0,0,7,2025-12-20,False
REC003117,ENU0038,Punjab,36,Female,Primary,Construction Worker,Employed,60,12340,5,2025-04-02,False
REC003118,ENU0066,Telangana,38,Female,Primary,Street Vendor,Employed,67,14574,5,2025-07-15,False
REC003119,ENU0206,Bihar,32,Female,Primary,Domestic Help,Employed,60,3351,4,2025-04-29,False
REC003120,ENU0220,Andhra Pradesh,57,Female,Higher Secondary,Clerk,Employed,28,6053,3,2025-04-16,False
REC003121,ENU0172,Madhya Pradesh,22,Female,Higher Secondary,Carpenter,Employed,26,5873,1,2025-10-10,False
REC003122,ENU0150,Maharashtra,22,Female,Graduate,IT Professional,Employed,41,38273,6,2025-10-31,False
REC003123,ENU0113,Rajasthan,45,Male,Primary,Factory Worker,Employed,33,9626,7,2025-12-15,False
REC003124,ENU0130,Punjab,34,Male,Primary,None,Not in Labour Force,0,0,3,2025-03-17,False
REC003125,ENU0085,Maharashtra,8,Female,Primary,None,Not in Labour Force,0,0,7,2025-07-28,False
REC003126,ENU0201,Andhra Pradesh,37,Male,Graduate,Bank Employee,Employed,47,43954,10,2025-05-25,False
REC003127,ENU0226,Odisha,42,Male,Primary,Factory Worker,Employed,69,19483,3,2025-09-01,False
REC003128,ENU0162,Rajasthan,42,Female,Secondary,Factory Worker,Employed,37,5462,3,2025-09-26,False
REC003129,ENU0003,Uttar Pradesh,34,Male,Primary,Agricultural Labourer,Employed,49,7944,1,2025-11-17,False
REC003130,ENU0125,Punjab,30,Male,Primary,None,Not in Labour Force,9,0,1,2025-06-19,False
REC003131,ENU0060,Kerala,30,Male,Primary,Street Vendor,Employed,25,5104,5,2025-06-13,False
REC003132,ENU0199,Punjab,16,Male,Illiterate,Construction Worker,Employed,28,5154,6,2025-05-23,False
REC003133,ENU0091,Odisha,71,Female,Secondary,None,Not in Labour Force,0,0,2,2025-08-19,False
REC003134,ENU0026,Punjab,23,Female,Higher Secondary,Driver,Employed,52,9401,5,2025-01-25,False
REC003135,ENU0012,Tamil Nadu,82,Female,Primary,None,Not in Labour Force,0,0,3,2025-01-07,False
REC003136,ENU0073,Rajasthan,41,Male,Graduate,Clerk,Employed,23,10096,11,2025-10-23,False
REC003137,ENU0159,Rajasthan,31,Male,Illiterate,Street Vendor,Employed,42,7474,7,2025-10-16,False
REC003138,ENU0128,Bihar,38,Male,Secondary,Street Vendor,Employed,54,4426,7,2025-05-11,False
REC003139,ENU0071,Tamil Nadu,41,Female,Graduate,Bank Employee,Employed,50,41172,3,2025-10-29,False
REC003140,ENU0136,Madhya Pradesh,12,Female,Primary,None,Not in Labour Force,0,0,5,2025-10-28,False
REC003141,ENU0077,Rajasthan,39,Male,Primary,Construction Worker,Employed,52,11003,2,2025-09-05,False
REC003142,ENU0069,Odisha,7,Female,Secondary,IT Professional,Employed,33,0,3,2025-10-31,True
REC003143,ENU0148,Telangana,81,Female,Graduate,None,Not in Labour Force,0,0,4,2025-07-01,False
REC003144,ENU0043,Gujarat,10,Female,Primary,None,Not in Labour Force,0,0,3,2025-03-24,False
REC003145,ENU0130,Andhra Pradesh,25,Female,Graduate,None,Not in Labour Force,0,0,2,2025-01-17,False
REC003146,ENU0226,Karnataka,69,Female,Illiterate,None,Not in Labour Force,0,0,6,2025-12-11,False
REC003147,ENU0184,Odisha,10,Male,Primary,None,Not in Labour Force,8,0,7,2025-06-18,False
REC003148,ENU0075,Bihar,44,Female,Graduate,Teacher,Employed,34,7955,8,2025-01-02,False
REC003149,ENU0038,Andhra Pradesh,32,Female,Secondary,Carpenter,Employed,33,9139,4,2025-01-09,False
REC003150,ENU0155,Karnataka,16,Female,Graduate,Bank Employee,Employed,40,35417,1,2025-12-08,False
REC003151,ENU0208,Maharashtra,13,Female,Primary,None,Not in Labour Force,0,0,4,2025-12-02,False
REC003152,ENU0060,Andhra Pradesh,37,Male,Primary,Factory Worker,Employed,64,20396,4,2025-09-30,False
REC003153,ENU0069,Uttar Pradesh,26,Male,Primary,None,Unemployed,0,0,4,2025-06-04,False
REC003154,ENU0101,Tamil Nadu,24,Female,Post Graduate,Government Officer,Employed,40,21233,4,2025-09-15,False
REC003155,ENU0219,Kerala,30,Female,Illiterate,Construction Worker,Employed,24,3835,5,2025-02-09,False
REC003156,ENU0245,Telangana,18,Female,Secondary,None,Not in Labour Force,0,0,3,2025-11-05,False
REC003157,ENU0040,Tamil Nadu,30,Female,Graduate,Teacher,Employed,19,6898,9,2025-11-12,False
REC003158,ENU0118,Rajasthan,23,Male,Higher Secondary,Driver,Employed,33,9877,2,2025-02-18,False
REC003159,ENU0160,Assam,18,Female,Secondary,Carpenter,Employed,58,18663,4,2025-09-22,False
REC003160,ENU0092,Rajasthan,35,Male,Secondary,Driver,Employed,36,10254,8,2025-01-29,False
REC003161,ENU0079,Gujarat,50,Male,Secondary,Factory Worker,Employed,51,12089,4,2025-08-17,False
REC003162,ENU0179,Assam,36,Male,Secondary,Street Vendor,Employed,29,6573,4,2025-10-05,False
REC003163,ENU0068,Kerala,21,Male,Secondary,None,Unemployed,0,0,3,2025-11-09,False
REC003164,ENU0193,Punjab,33,Female,Primary,Construction Worker,Employed,56,10338,1,2025-05-17,False
REC003165,ENU0107,West Bengal,31,Male,Graduate,None,Unemployed,0,0,7,2025-04-06,False
REC003166,ENU0027,Rajasthan,17,Female,Graduate,Bank Employee,Employed,44,44121,2,2025-12-01,False
REC003167,ENU0244,Tamil Nadu,27,Male,Secondary,Factory Worker,Employed,56,16172,1,2025-03-14,False
REC003168,ENU0205,Andhra Pradesh,24,Female,Secondary,Driver,Employed,51,16407,2,2025-07-11,False
REC003169,ENU0168,Madhya Pradesh,32,Female,Graduate,Clerk,Employed,47,20908,6,2025-03-22,False
REC003170,ENU0092,Odisha,32,Male,Graduate,None,Not in Labour Force,0,0,3,2025-09-08,False
REC003171,ENU0188,Punjab,73,Male,Higher Secondary,None,Not in Labour Force,2,0,3,2025-02-13,False
REC003172,ENU0057,Uttar Pradesh,9,Male,Primary,None,Not in Labour Force,0,0,2,2025-11-12,False
REC003173,ENU0006,Madhya Pradesh,34,Female,Secondary,Shop Assistant,Employed,40,6553,6,2025-11-30,False
REC003174,ENU0049,Uttar Pradesh,16,Female,Primary,Agricultural Labourer,Employed,33,4045,5,2025-02-23,False
REC003175,ENU0082,Bihar,28,Female,Secondary,Shop Assistant,Unemployed,0,0,4,2025-05-14,False
REC003176,ENU0098,Punjab,29,Female,Secondary,Carpenter,Employed,46,18395,2,2025-12-13,False
REC003177,ENU0229,Telangana,45,Female,Graduate,None,Not in Labour Force,6,0,7,2025-12-31,False
REC003178,ENU0238,Odisha,29,Male,Secondary,None,Not in Labour Force,0,0,3,2025-11-05,False
REC003179,ENU0229,Gujarat,27,Female,Illiterate,None,Unemployed,0,0,6,2025-02-20,False
REC003180,ENU0245,Rajasthan,8,Female,Primary,None,Not in Labour Force,0,0,5,2025-10-26,False
REC003181,ENU0058,Madhya Pradesh,32,Male,Secondary,Shop Assistant,Employed,37,8024,6,2025-12-28,False
REC003182,ENU0003,West Bengal,31,Male,Higher Secondary,Clerk,Employed,21,8554,6,2025-02-24,False
REC003183,ENU0066,Odisha,43,Male,Primary,Factory Worker,Employed,45,7766,6,2025-11-18,False
REC003184,ENU0070,Rajasthan,52,Female,Secondary,Carpenter,Employed,27,8349,7,2025-12-24,False
REC003185,ENU0019,Uttar Pradesh,9,Male,Primary,None,Not in Labour Force,8,0,2,2025-03-09,False
REC003186,ENU0170,Uttar Pradesh,68,Female,Illiterate,None,Not in Labour Force,0,0,3,2025-12-20,False
REC003187,ENU0075,Maharashtra,76,Female,Secondary,None,Not in Labour Force,0,0,3,2025-02-17,False
REC003188,ENU0039,Kerala,13,Female,Primary,None,Not in Labour Force,0,0,6,2025-07-11,False
REC003189,ENU0218,Madhya Pradesh,14,Female,Primary,None,Not in Labour Force,0,0,6,2025-06-20,False
REC003190,ENU0117,Odisha,47,Male,Post Graduate,Teacher,Employed,43,24977,5,2025-07-28,False
REC003191,ENU0118,Telangana,13,Female,Primary,None,Not in Labour Force,0,0,9,2025-12-15,False
REC003192,ENU0095,Rajasthan,34,Male,Graduate,Teacher,Employed,47,20780,5,2025-12-25,False
REC003193,ENU0124,Andhra Pradesh,59,Female,Higher Secondary,None,Not in Labour Force,0,0,3,2025-04-01,False
REC003194,ENU0145,Punjab,31,Female,Higher Secondary,Carpenter,Employed,45,7934,5,2025-03-31,False
REC003195,ENU0044,Madhya Pradesh,17,Female,Higher Secondary,None,Not in Labour Force,0,0,4,2025-05-05,False
REC003196,ENU0001,Rajasthan,61,Male,Primary,None,Not in Labour Force,0,0,5,2025-09-24,False
REC003197,ENU0127,Odisha,51,Male,Secondary,Shop Assistant,Employed,34,5920,5,2025-12-03,False
REC003198,ENU0140,Andhra Pradesh,28,Female,Secondary,None,Not in Labour Force,0,0,4,2025-06-02,False
REC003199,ENU0166,Punjab,63,Male,Primary,None,Not in Labour Force,5,0,1,2025-12-16,False
REC003200,ENU0066,Uttar Pradesh,44,Female,Secondary,Shop Assistant,Employed,0,90399,7,2025-06-14,True
REC003201,ENU0122,Madhya Pradesh,71,Male,Secondary,None,Not in Labour Force,0,0,5,2025-06-28,False
REC003202,ENU0221,Bihar,64,Female,Secondary,None,Unemployed,0,0,1,2025-08-08,False
REC003203,ENU0142,Andhra Pradesh,23,Male,Higher Secondary,None,Unemployed,0,0,5,2025-05-08,False
REC003204,ENU0207,Karnataka,41,Male,Illiterate,Agricultural Labourer,Employed,27,4710,1,2025-12-01,False
REC003205,ENU0237,Gujarat,30,Female,Illiterate,None,Unemployed,0,0,7,2025-11-02,False
REC003206,ENU0146,Madhya Pradesh,28,Female,Graduate,Teacher,Employed,47,22841,4,2025-06-24,False
REC003207,ENU0092,Uttar Pradesh,40,Male,Secondary,None,Not in Labour Force,0,0,2,2025-11-06,False
REC003208,ENU0064,Punjab,10,Male,Primary,None,Not in Labour Force,0,0,6,2025-09-09,False
REC003209,ENU0224,Bihar,78,Male,Graduate,None,Unemployed,0,0,3,2025-12-19,False
REC003210,ENU0075,Madhya Pradesh,32,Male,Higher Secondary,Shop Assistant,Employed,21,5359,3,2025-12-14,False
REC003211,ENU0038,West Bengal,21,Female,Secondary,Carpenter,Employed,62,16230,2,2025-06-01,False
REC003212,ENU0232,Rajasthan,25,Male,Secondary,None,Not in Labour Force,6,0,3,2025-10-27,False
REC003213,ENU0185,Kerala,25,Female,Secondary,Shop Assistant,Employed,54,13290,2,2025-11-03,False
REC003214,ENU0239,West Bengal,31,Male,Higher Secondary,None,Not in Labour Force,0,0,4,2025-12-24,False
REC003215,ENU0005,Bihar,7,Female,Primary,None,Not in Labour Force,0,0,2,2025-01-04,False
REC003216,ENU0048,Punjab,44,Female,Higher Secondary,Driver,Employed,56,13560,1,2025-08-26,False
REC003217,ENU0214,Gujarat,21,Male,Graduate,None,Not in Labour Force,0,0,3,2025-10-22,False
REC003218,ENU0142,Maharashtra,34,Male,Secondary,Factory Worker,Employed,63,15641,3,2025-08-09,False
REC003219,ENU0247,Telangana,15,Male,Higher Secondary,None,Not in Labour Force,0,0,10,2025-03-12,False
REC003220,ENU0199,Gujarat,52,Female,Graduate,Bank Employee,Employed,32,30900,3,2025-04-03,False
REC003221,ENU0093,Gujarat,36,Female,Illiterate,Agricultural Labourer,Employed,57,7028,4,2025-09-29,False
REC003222,ENU0138,Gujarat,35,Female,Secondary,Factory Worker,Employed,54,10196,4,2025-10-07,False
REC003223,ENU0116,Tamil Nadu,12,Male,Primary,None,Not in Labour Force,0,0,4,2025-05-15,False
REC003224,ENU0187,Uttar Pradesh,42,Female,Higher Secondary,Clerk,Employed,41,21609,4,2025-05-30,False
REC003225,ENU0155,Odisha,41,Male,Secondary,Carpenter,Employed,46,13934,4,2025-11-23,False
REC003226,ENU0077,Assam,49,Male,Higher Secondary,None,Not in Labour Force,0,0,4,2025-07-15,False
REC003227,ENU0066,Maharashtra,35,Male,Secondary,Carpenter,Employed,31,6709,3,2025-01-01,False
REC003228,ENU0056,Tamil Nadu,26,Female,Higher Secondary,None,Unemployed,0,0,6,2025-04-07,False
REC003229,ENU0190,Assam,38,Female,Secondary,Shop Assistant,Employed,19,5583,6,2025-03-22,False
REC003230,ENU0131,Kerala,40,Male,Graduate,IT Professional,Employed,59,61669,3,2025-02-16,False
REC003231,ENU0153,Rajasthan,16,Female,Secondary,Street Vendor,Employed,52,7851,5,2025-07-04,False
REC003232,ENU0062,Telangana,75,Male,Illiterate,None,Not in Labour Force,0,0,2,2025-11-14,False
REC003233,ENU0065,Madhya Pradesh,25,Male,Primary,Construction Worker,Employed,51,13372,4,2025-10-22,False
REC003234,ENU0218,Telangana,50,Female,Secondary,Street Vendor,Employed,49,10512,1,2025-01-29,False
REC003235,ENU0228,Maharashtra,28,Female,Primary,None,Unemployed,0,0,5,2025-07-26,False
REC003236,ENU0032,Tamil Nadu,150,Male,Primary,None,Not in Labour Force,0,0,4,2025-02-11,True
REC003237,ENU0088,Bihar,9,Male,Primary,None,Not in Labour Force,0,0,5,2025-08-03,False
REC003238,ENU0229,Kerala,32,Female,Graduate,IT Professional,Employed,46,53047,9,2025-09-17,False
REC003239,ENU0056,Tamil Nadu,70,Male,Post Graduate,None,Not in Labour Force,0,0,3,2025-03-16,False
REC003240,ENU0178,Kerala,29,Male,Secondary,None,Unemployed,0,0,2,2025-11-27,False
REC003241,ENU0002,Gujarat,10,Male,Primary,None,Not in Labour Force,0,0,4,2025-03-28,False
REC003242,ENU0054,Kerala,76,Female,Secondary,None,Not in Labour Force,9,0,4,2025-04-13,False
REC003243,ENU0104,Andhra Pradesh,45,Male,Primary,Factory Worker,Employed,21,5757,6,2025-01-27,False
REC003244,ENU0021,Karnataka,40,Female,Secondary,Factory Worker,Employed,37,5932,4,2025-12-17,False
REC003245,ENU0206,Bihar,50,Other,Graduate,Sales Executive,Employed,37,5611,4,2025-08-14,False
REC003246,ENU0069,Kerala,20,Male,Graduate,None,Unemployed,0,0,3,2025-07-30,False
REC003247,ENU0159,Andhra Pradesh,24,Male,Secondary,Carpenter,Employed,45,8495,1,2025-02-15,False
REC003248,ENU0239,Bihar,30,Male,Secondary,Carpenter,Unemployed,0,0,2,2025-08-06,False
REC003249,ENU0113,Andhra Pradesh,33,Male,Secondary,Carpenter,Employed,32,11105,5,2025-01-15,False
REC003250,ENU0215,Bihar,28,Female,Higher Secondary,None,Unemployed,0,0,9,2025-01-28,False
REC003251,ENU0238,Maharashtra,28,Female,Secondary,None,Not in Labour Force,3,0,2,2025-02-28,False
REC003252,ENU0235,Telangana,28,Male,Primary,Domestic Help,Employed,62,5445,2,2025-02-26,False
REC003253,ENU0129,Kerala,33,Female,Higher Secondary,Shop Assistant,Employed,45,12069,8,2025-03-02,False
REC003254,ENU0240,Telangana,34,Female,Secondary,Shop Assistant,Employed,41,7216,4,2025-01-15,False
REC003255,ENU0181,Karnataka,24,Female,Secondary,None,Unemployed,0,0,7,2025-05-14,False
REC003256,ENU0124,Tamil Nadu,30,Male,Primary,None,Unemployed,0,0,3,2025-06-10,False
REC003257,ENU0161,Uttar Pradesh,17,Male,Primary,Agricultural Labourer,Employed,54,10667,3,2025-02-06,False
REC003258,ENU0023,Telangana,32,Female,Primary,None,Unemployed,0,0,3,2025-03-08,False
REC003259,ENU0221,Punjab,18,Female,Secondary,None,Unemployed,0,0,3,2025-10-29,False
REC003260,ENU0053,Maharashtra,23,Male,Graduate,Bank Employee,Employed,38,35248,4,2025-02-16,False
REC003261,ENU0067,Kerala,48,Male,Secondary,Driver,Employed,53,12920,2,2025-08-20,False
REC003262,ENU0150,West Bengal,16,Male,Secondary,Driver,Employed,30,9949,2,2025-01-19,False
REC003263,ENU0127,Odisha,13,Female,Primary,None,Not in Labour Force,0,0,5,2025-05-16,False
REC003264,ENU0105,Telangana,31,Male,Graduate,Bank Employee,Employed,37,33274,7,2025-06-19,False
REC003265,ENU0009,Kerala,50,Female,Illiterate,Street Vendor,Employed,39,8685,7,2025-08-06,False
REC003266,ENU0168,Uttar Pradesh,21,Male,Higher Secondary,None,Not in Labour Force,0,0,3,2025-04-24,False
REC003267,ENU0042,Bihar,69,Female,Higher Secondary,None,Unemployed,0,0,4,2025-03-13,False
REC003268,ENU0235,Tamil Nadu,16,Male,Higher Secondary,None,Unemployed,0,0,4,2025-01-18,False
REC003269,ENU0089,Karnataka,50,Male,Graduate,Teacher,Employed,44,24351,5,2025-01-23,False
REC003270,ENU0007,Maharashtra,10,Female,Secondary,Doctor,Employed,24,0,4,2025-05-11,True
REC003271,ENU0171,Gujarat,71,Male,Illiterate,None,Not in Labour Force,0,0,4,2025-01-30,False
REC003272,ENU0173,Assam,78,Female,Secondary,None,Not in Labour Force,0,0,5,2025-09-12,False
REC003273,ENU0084,Gujarat,66,Female,Primary,None,Not in Labour Force,0,0,10,2025-03-25,False
REC003274,ENU0006,Odisha,9,Female,Primary,None,Not in Labour Force,0,0,4,2025-08-17,False
REC003275,ENU0054,Rajasthan,13,Female,Primary,None,Not in Labour Force,0,0,7,2025-10-01,False
REC003276,ENU0132,Odisha,20,Female,Graduate,Bank Employee,Employed,49,44981,3,2025-02-08,False
REC003277,ENU0135,Rajasthan,40,Male,Post Graduate,Doctor,Employed,54,132479,2,2025-03-24,False
REC003278,ENU0091,Karnataka,34,Female,Graduate,None,Not in Labour Force,0,0,1,2025-04-25,False
REC003279,ENU0159,Punjab,5,Male,Illiterate,None,Not in Labour Force,0,0,2,2025-06-29,False
REC003280,ENU0096,Madhya Pradesh,21,Female,Secondary,None,Unemployed,0,0,5,2025-08-31,False
REC003281,ENU0003,Odisha,29,Male,Primary,Street Vendor,Employed,60,9759,5,2025-05-02,False
REC003282,ENU0022,West Bengal,16,Female,Higher Secondary,None,Not in Labour Force,1,0,2,2025-04-17,False
REC003283,ENU0150,Gujarat,46,Female,Secondary,Driver,Employed,28,8417,8,2025-10-21,False
REC003284,ENU0065,Madhya Pradesh,72,Female,Higher Secondary,None,Not in Labour Force,0,0,3,2025-05-07,False
REC003285,ENU0212,Uttar Pradesh,47,Male,Primary,Domestic Help,Employed,53,6758,11,2025-04-02,False
REC003286,ENU0064,Gujarat,84,Female,Illiterate,None,Not in Labour Force,0,0,3,2025-06-24,False
REC003287,ENU0159,Assam,34,Male,Secondary,Shop Assistant,Employed,43,8617,3,2025-01-07,False
REC003288,ENU0118,Odisha,27,Male,Higher Secondary,Clerk,Employed,55,25043,4,2025-01-30,False
REC003289,ENU0152,Rajasthan,38,Male,Graduate,Bank Employee,Employed,51,29496,5,2025-04-20,False
REC003290,ENU0075,Telangana,39,Female,Secondary,Street Vendor,Employed,48,10913,5,2025-11-13,False
REC003291,ENU0147,Karnataka,27,Female,Secondary,None,Unemployed,0,0,2,2025-05-09,False
REC003292,ENU0187,Telangana,29,Male,Secondary,Factory Worker,Employed,41,11168,6,2025-12-20,False
REC003293,ENU0250,Tamil Nadu,8,Male,Primary,None,Not in Labour Force,0,0,4,2025-05-02,False
REC003294,ENU0153,Assam,33,Female,Higher Secondary,Clerk,Employed,55,14138,3,2025-09-25,False
REC003295,ENU0130,Madhya Pradesh,45,Female,Secondary,Driver,Employed,30,6762,5,2025-07-28,False
REC003296,ENU0206,Andhra Pradesh,51,Male,Secondary,Driver,Employed,20,4398,1,2025-08-08,False
REC003297,ENU0170,Andhra Pradesh,33,Male,Graduate,Bank Employee,Employed,47,39438,3,2025-02-15,False
REC003298,ENU0138,Assam,35,Male,Secondary,Carpenter,Employed,31,10240,8,2025-12-01,False
REC003299,ENU0212,Punjab,31,Male,Secondary,None,Unemployed,0,0,4,2025-03-06,False
REC003300,ENU0243,Assam,16,Male,Primary,None,Not in Labour Force,8,0,1,2025-12-30,False
REC003301,ENU0007,Andhra Pradesh,40,Female,Higher Secondary,Carpenter,Employed,56,14105,5,2025-05-25,False
REC003302,ENU0034,Gujarat,45,Male,Primary,Construction Worker,Employed,34,4249,6,2025-08-30,False
REC003303,ENU0128,Odisha,46,Female,Secondary,None,Not in Labour Force,0,0,3,2025-07-23,False
REC003304,ENU0178,Odisha,21,Male,Primary,Street Vendor,Employed,28,4359,3,2025-10-31,False
REC003305,ENU0062,Tamil Nadu,10,Male,Primary,None,Not in Labour Force,4,0,4,2025-12-10,False
REC003306,ENU0068,Andhra Pradesh,40,Female,Graduate,IT Professional,Employed,36,43538,6,2025-10-25,False
REC003307,ENU0111,West Bengal,7,Male,Primary,None,Not in Labour Force,0,0,5,2025-07-28,False
REC003308,ENU0197,Rajasthan,24,Female,Higher Secondary,None,Unemployed,0,0,6,2025-05-24,False
REC003309,ENU0025,Odisha,36,Female,Higher Secondary,Clerk,Employed,26,8957,4,2025-10-28,False
REC003310,ENU0066,Bihar,33,Female,Higher Secondary,Clerk,Employed,22,4457,4,2025-04-17,False
REC003311,ENU0077,Assam,44,Female,Primary,None,Unemployed,0,0,4,2025-03-27,False
REC003312,ENU0127,Kerala,31,Female,Secondary,None,Unemployed,0,0,8,2025-05-17,False
REC003313,ENU0032,Kerala,56,Male,Secondary,None,Not in Labour Force,0,0,7,2025-01-30,False
REC003314,ENU0069,Karnataka,26,Female,Graduate,Teacher,Employed,52,33097,5,2025-08-30,False
REC003315,ENU0029,Maharashtra,46,Male,Secondary,Factory Worker,Employed,56,11779,2,2025-04-28,False
REC003316,ENU0065,Assam,14,Male,Primary,None,Not in Labour Force,0,0,4,2025-02-15,False
REC003317,ENU0117,Odisha,150,Male,Secondary,Street Vendor,Employed,61,14268,2,2025-05-23,True
REC003318,ENU0221,Telangana,35,Male,Primary,Factory Worker,Employed,39,9476,5,2025-09-02,False
REC003319,ENU0156,Assam,54,Male,Higher Secondary,Carpenter,Employed,59,25810,6,2025-04-02,False
REC003320,ENU0182,Maharashtra,48,Male,Secondary,None,Not in Labour Force,0,0,6,2025-03-06,False
REC003321,ENU0119,Tamil Nadu,24,Male,Illiterate,Street Vendor,Employed,65,14799,3,2025-12-31,False
REC003322,ENU0105,Odisha,69,Female,Primary,None,Not in Labour Force,0,0,3,2025-03-15,False
REC003323,ENU0139,Assam,71,Male,Secondary,None,Not in Labour Force,0,0,3,2025-09-18,False
REC003324,ENU0137,Gujarat,40,Female,Graduate,None,Not in Labour Force,6,0,1,2025-03-12,False
REC003325,ENU0075,Odisha,65,Female,Primary,None,Not in Labour Force,0,0,2,2025-08-18,False
REC003326,ENU0222,Gujarat,37,Male,Secondary,Carpenter,Employed,36,9966,4,2025-10-26,False
REC003327,ENU0046,West Bengal,33,Male,Primary,Construction Worker,Employed,34,5862,3,2025-06-04,False
REC003328,ENU0024,Uttar Pradesh,44,Male,Secondary,Carpenter,Employed,36,10269,4,2025-06-01,False
REC003329,ENU0065,West Bengal,32,Female,Secondary,Carpenter,Employed,62,19014,1,2025-02-26,False
REC003330,ENU0125,Madhya Pradesh,30,Male,Secondary,Factory Worker,Employed,54,16410,4,2025-10-08,False
REC003331,ENU0217,Telangana,31,Male,Higher Secondary,Technician,Employed,37,12345,7,2025-05-01,False
REC003332,ENU0146,Bihar,36,Male,Secondary,Street Vendor,Employed,45,2355,5,2025-10-26,False
REC003333,ENU0050,Bihar,28,Male,Graduate,Clerk,Employed,45,5542,2,2025-09-03,False
REC003334,ENU0229,Madhya Pradesh,23,Male,Secondary,Street Vendor,Employed,32,5090,3,2025-05-28,False
REC003335,ENU0020,Madhya Pradesh,37,Female,Primary,Construction Worker,Employed,46,8336,5,2025-04-01,False
REC003336,ENU0151,Madhya Pradesh,43,Male,Secondary,None,Not in Labour Force,0,0,2,2025-02-06,False
REC003337,ENU0129,Gujarat,23,Female,Secondary,Factory Worker,Employed,49,13915,6,2025-10-17,False
REC003338,ENU0081,Bihar,22,Female,Primary,Domestic Help,Unemployed,0,0,3,2025-04-25,False
